body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,physio_state
36.97,27.89,1010.07,50.5,0.07,0.1,0.16,9.12,10.46,2.3,89.06,96.72,Stressed
36.83,29.52,1008.55,56.81,0.1,0.07,0.08,10.88,7.99,5.87,105.94,88.24,Low oxygen state
36.6,29.45,1020.37,57.98,0.07,0.16,0.2,6.0,19.62,5.89,120.99,89.25,Low oxygen state
37.55,23.68,1006.67,45.95,0.03,0.09,0.1,9.48,9.08,12.7,87.27,97.42,Dehydrated
37.25,34.86,1002.88,47.82,0.06,0.11,0.12,7.85,8.83,12.2,101.93,97.09,Possible fever
36.73,30.74,1008.73,68.37,0.16,0.15,0.14,11.93,10.27,14.18,88.56,96.59,Stressed
36.64,25.7,1006.35,72.97,0.09,0.1,-0.0,15.87,14.4,1.04,123.21,87.91,Low oxygen state
37.23,22.52,1026.26,64.55,0.14,0.13,0.13,16.04,12.3,8.83,95.73,86.12,Low oxygen state
37.01,31.25,1021.22,57.25,0.06,0.11,0.2,10.42,11.6,1.04,92.14,99.0,Dehydrated
37.7,28.88,993.38,76.24,0.17,0.06,0.17,15.89,19.22,9.27,90.87,96.86,Dehydrated
36.69,25.86,1019.52,50.39,0.08,0.06,0.02,8.7,4.23,16.43,105.62,93.43,Low oxygen state
38.28,18.36,1012.94,33.82,0.1,0.09,0.13,11.5,14.79,9.55,84.97,96.43,Possible fever
37.01,32.42,1017.4,61.27,0.07,0.08,0.17,2.39,5.84,5.68,97.54,95.81,Low oxygen state
37.09,19.44,1007.44,76.17,0.16,0.17,0.2,12.36,11.26,10.35,99.1,98.33,Stressed
39.42,27.77,1016.56,35.53,0.15,0.09,0.07,16.28,9.78,10.09,92.36,97.19,Possible fever
36.6,29.61,1011.14,61.86,0.11,0.04,0.03,18.19,7.34,8.08,52.16,94.26,Fatigued
38.32,21.09,1026.56,73.99,3.54,2.6,2.67,7.63,11.38,15.32,144.63,92.12,Overexertion
37.54,24.33,1002.31,76.94,0.07,0.06,0.14,13.05,4.81,6.38,100.93,97.3,Dehydrated
36.56,30.57,1036.08,62.12,0.09,0.01,0.1,2.84,12.87,11.73,94.4,84.29,Low oxygen state
36.51,26.21,1003.67,44.51,0.08,0.07,0.05,7.29,14.41,12.9,69.36,97.78,Normal
37.78,23.69,999.11,76.63,0.15,0.06,0.1,11.48,15.22,6.1,96.09,95.99,Possible fever
36.3,27.66,994.99,45.85,0.15,0.19,0.12,18.31,9.2,13.3,88.83,98.06,Stressed
36.9,22.37,1017.46,42.36,0.04,0.0,0.01,7.94,21.01,10.07,57.01,92.74,Fatigued
37.1,28.33,1015.06,65.82,0.02,0.08,0.02,14.45,11.26,15.39,68.45,92.38,Fatigued
37.97,38.15,1007.5,41.34,0.11,0.08,0.06,15.36,10.28,7.57,99.5,97.6,Dehydrated
37.06,36.01,998.69,46.07,0.15,0.09,0.05,7.78,15.16,6.07,94.14,97.21,Stressed
37.04,23.4,1026.08,75.03,0.09,0.09,0.18,6.77,14.85,2.96,101.16,96.67,Stressed
36.63,19.91,1007.65,42.46,0.09,0.01,0.17,14.68,10.73,19.04,76.06,90.94,Low oxygen state
38.64,23.41,1016.67,75.28,2.99,3.01,2.2,10.37,8.78,17.43,170.53,94.91,Overexertion
36.86,27.52,1011.1,64.95,0.08,0.15,0.12,14.89,9.47,15.32,111.14,91.84,Low oxygen state
38.22,33.16,1018.9,48.89,2.19,2.25,2.04,6.02,8.2,9.01,181.61,91.74,Overexertion
37.2,33.16,1018.82,46.66,0.08,0.13,0.11,19.33,12.06,15.44,82.21,96.38,Dehydrated
37.09,22.26,1012.0,35.82,0.07,0.09,0.05,10.31,5.84,13.35,54.72,95.48,Fatigued
37.23,34.42,998.53,79.17,0.17,0.12,0.13,13.48,9.18,4.54,106.31,98.05,Stressed
36.71,21.87,1008.13,45.99,0.08,0.03,0.14,3.19,18.14,8.11,101.47,91.51,Low oxygen state
38.02,21.96,989.22,61.69,0.15,0.14,0.07,7.21,10.29,4.18,103.12,96.24,Possible fever
37.33,19.03,1014.61,71.68,3.38,3.4,3.31,15.71,3.91,11.27,157.29,92.1,Overexertion
38.03,37.43,1006.77,38.85,2.1,2.1,2.96,11.16,15.68,4.0,167.42,90.13,Overexertion
38.98,28.59,1016.65,65.96,-0.04,0.05,0.05,1.69,3.77,4.76,92.17,96.6,Possible fever
36.85,27.41,1033.36,32.81,0.17,0.15,0.06,10.97,9.02,7.53,50.47,97.04,Normal
37.64,29.1,1009.65,55.47,0.1,0.16,0.22,7.23,11.85,16.18,91.41,96.99,Dehydrated
38.42,18.98,1018.02,62.39,0.14,0.16,0.05,15.7,8.35,2.6,93.28,95.25,Dehydrated
38.52,30.65,1007.79,34.11,0.18,0.14,0.02,1.49,11.41,14.52,90.86,96.81,Possible fever
38.0,26.44,1012.82,77.79,2.76,2.92,3.25,10.39,3.6,7.04,197.77,94.31,Overexertion
37.83,23.15,1008.48,35.82,0.16,0.09,0.12,4.64,7.09,4.96,110.75,96.71,Dehydrated
37.12,39.46,1019.57,64.67,0.12,0.02,0.05,-0.52,7.82,9.58,90.32,98.81,Dehydrated
37.9,21.57,1021.36,54.11,0.12,0.05,0.2,15.49,10.25,3.57,114.73,97.21,Dehydrated
37.05,40.02,1022.59,63.41,0.19,0.19,0.12,9.8,22.8,14.71,67.64,97.25,Normal
36.08,19.72,1012.44,33.46,0.05,0.02,0.05,1.86,11.45,9.1,61.52,95.87,Fatigued
36.43,30.7,1013.9,66.24,0.1,0.12,0.14,14.1,7.43,19.1,56.33,95.66,Normal
36.87,22.43,1012.48,51.29,0.22,0.13,0.15,8.56,15.1,9.03,117.66,98.48,Stressed
38.12,22.58,992.1,56.13,2.6,4.01,2.56,15.99,6.7,6.9,172.29,91.77,Overexertion
36.92,30.75,1000.52,52.66,0.14,0.09,0.13,14.04,7.42,11.44,122.41,90.64,Low oxygen state
37.27,28.61,1009.21,35.9,0.08,0.04,0.04,12.02,3.88,13.93,98.11,98.2,Dehydrated
36.64,25.94,1019.87,32.19,0.1,0.16,0.01,10.65,4.58,20.82,71.77,98.36,Normal
37.35,34.89,1001.7,37.75,0.05,0.0,0.04,17.21,7.77,18.86,103.73,98.66,Dehydrated
36.75,27.08,1004.98,41.67,0.07,0.09,0.08,11.27,4.09,12.42,62.66,92.04,Fatigued
36.69,31.74,1013.71,30.78,0.06,0.01,0.04,15.95,3.16,11.24,63.16,95.58,Fatigued
36.67,37.4,1015.52,56.2,0.11,0.07,0.06,-0.8,5.33,3.85,110.64,87.33,Low oxygen state
36.74,35.23,1012.65,34.16,0.08,0.07,0.01,8.47,5.36,8.22,59.27,94.33,Fatigued
36.8,25.8,1020.78,55.93,0.03,0.07,0.11,11.47,12.16,12.47,94.72,87.92,Low oxygen state
38.34,27.64,1013.27,73.29,3.53,2.8,1.3,11.57,13.78,11.17,162.35,93.23,Overexertion
37.99,21.43,1016.87,39.58,0.04,0.1,0.06,10.94,16.69,15.8,97.85,97.77,Dehydrated
37.61,34.11,1027.01,66.67,0.14,0.04,0.06,10.64,9.68,13.76,78.19,95.9,Normal
36.74,25.81,996.3,49.92,0.15,0.07,0.1,13.77,-2.19,4.66,105.32,88.44,Low oxygen state
37.26,32.62,1021.04,43.35,0.04,0.07,0.08,6.18,6.98,5.32,95.93,97.43,Dehydrated
37.24,33.88,1028.89,35.86,0.11,0.13,0.06,8.44,8.68,18.66,99.72,87.47,Low oxygen state
37.95,35.1,1001.9,49.8,0.02,0.01,0.14,11.34,18.81,10.29,117.87,95.32,Dehydrated
37.58,34.66,1013.57,42.15,0.0,0.12,0.1,14.06,7.84,8.76,94.23,97.5,Dehydrated
36.51,26.23,1031.51,53.67,0.0,0.07,0.06,11.14,7.39,16.41,57.37,93.99,Fatigued
37.91,22.84,1002.98,58.45,0.12,0.11,0.12,9.22,13.45,4.74,96.54,96.51,Dehydrated
38.11,20.56,1004.47,77.16,0.15,0.11,0.13,5.88,14.85,7.49,102.54,97.95,Possible fever
37.87,25.82,1021.3,65.29,0.2,0.1,0.13,13.46,10.8,8.07,110.87,96.25,Dehydrated
36.91,27.65,1010.56,47.36,0.02,0.06,0.06,8.17,8.53,7.77,67.66,98.42,Normal
38.39,26.12,1003.91,58.44,0.12,-0.0,0.13,6.46,8.2,11.38,100.61,97.65,Possible fever
36.99,28.98,1015.23,47.51,0.01,0.06,0.22,11.01,9.49,16.08,90.54,87.1,Low oxygen state
38.38,30.76,1028.52,44.33,1.64,2.06,2.64,11.44,15.43,12.68,159.61,93.9,Overexertion
36.36,21.4,1014.4,69.73,0.11,0.17,0.09,14.61,3.45,6.75,99.71,97.74,Stressed
37.91,36.27,1019.93,39.77,2.13,1.99,3.53,7.25,11.08,1.17,142.92,92.91,Overexertion
37.89,36.34,1015.63,39.84,0.09,0.1,0.07,7.13,4.89,10.56,89.49,98.02,Possible fever
38.18,31.1,1018.95,78.23,2.77,2.94,2.22,7.55,10.43,12.87,162.07,96.77,Overexertion
38.79,33.12,1027.21,35.91,0.15,0.13,0.05,15.26,16.07,6.03,97.42,98.09,Possible fever
38.45,14.35,1011.01,50.35,0.1,0.1,0.0,0.01,10.73,2.49,104.53,97.11,Possible fever
37.95,26.27,1012.77,40.96,3.31,2.31,2.43,11.93,13.47,6.26,159.48,93.03,Overexertion
39.03,31.63,1013.86,53.48,0.02,0.1,0.04,13.84,13.41,15.21,97.2,96.87,Possible fever
36.84,30.94,1021.15,34.87,0.04,0.11,0.06,17.4,7.09,6.22,59.34,96.74,Normal
36.66,28.05,1014.63,31.02,0.16,0.05,0.13,6.68,10.09,13.71,110.31,86.03,Low oxygen state
36.9,29.35,1031.46,69.07,0.16,0.35,0.11,18.79,10.76,15.77,105.99,96.02,Stressed
39.21,31.66,1004.78,30.19,0.07,0.16,0.18,8.12,11.34,10.86,105.85,96.81,Possible fever
36.98,33.26,1006.61,66.52,0.03,0.1,0.17,8.7,9.94,7.5,102.76,88.95,Low oxygen state
37.85,23.03,1015.16,67.2,0.0,0.13,0.06,10.65,13.46,8.77,95.21,97.2,Dehydrated
36.3,25.72,1002.3,39.09,0.11,0.06,0.06,15.47,10.24,5.99,54.07,97.96,Fatigued
38.47,21.15,1023.5,32.66,1.02,2.39,2.31,11.98,6.7,9.71,174.83,90.87,Overexertion
37.9,30.1,1012.17,32.62,0.08,0.12,0.08,20.25,8.72,8.52,85.83,97.06,Possible fever
37.11,33.88,995.26,45.32,0.07,0.01,0.03,-2.9,3.13,10.69,62.56,98.38,Fatigued
38.4,28.41,1020.49,79.77,1.63,2.62,0.67,16.79,17.32,5.45,206.37,91.44,Overexertion
38.31,25.25,1011.19,39.23,0.15,-0.01,0.11,7.95,10.84,10.3,101.08,96.14,Possible fever
36.56,26.32,1020.02,68.85,0.08,0.11,0.1,8.57,11.55,10.84,96.44,91.49,Low oxygen state
38.33,26.33,1023.69,64.41,0.08,0.13,0.19,13.17,15.72,6.53,91.76,97.68,Possible fever
36.85,26.21,1007.44,57.28,0.04,0.07,0.04,7.19,17.49,12.97,57.87,94.61,Fatigued
36.72,31.42,1007.59,35.63,0.08,0.15,0.04,13.67,6.32,16.43,112.24,84.88,Low oxygen state
38.28,20.49,1010.39,77.18,0.18,0.04,0.08,6.3,9.07,16.32,89.12,96.04,Possible fever
38.03,26.59,1015.56,31.75,0.07,0.15,0.13,10.22,15.91,14.65,95.92,99.27,Dehydrated
37.49,34.92,1022.51,71.61,0.13,0.09,0.16,16.08,11.68,10.1,98.12,85.78,Low oxygen state
38.7,25.67,1014.52,63.2,0.04,0.13,0.2,11.43,11.81,7.8,92.85,98.1,Possible fever
36.87,36.04,998.29,61.57,0.13,0.07,0.09,12.59,-0.79,5.35,112.5,87.58,Low oxygen state
38.39,16.09,1019.01,66.44,2.44,3.32,1.34,8.85,10.28,13.74,162.05,89.54,Overexertion
37.61,24.65,1012.65,79.41,0.15,0.11,0.1,8.49,7.87,6.73,103.52,95.31,Dehydrated
36.89,24.18,1021.75,67.84,0.19,0.17,0.1,10.15,5.88,8.76,82.2,98.15,Stressed
36.37,32.87,1008.99,73.68,0.07,-0.01,0.09,10.84,11.83,9.34,121.05,92.0,Low oxygen state
37.75,29.34,1003.8,38.14,0.06,0.08,0.13,9.8,16.74,5.86,88.78,96.16,Dehydrated
37.54,27.52,1009.54,58.02,0.08,0.06,0.14,7.4,1.6,7.48,86.35,96.52,Stressed
37.69,34.61,1006.54,57.17,0.09,0.07,0.05,8.98,11.51,7.94,95.2,97.05,Possible fever
37.81,27.14,1020.85,37.17,3.05,1.68,2.36,18.26,10.88,16.36,134.15,93.03,Overexertion
38.15,28.01,1008.25,35.66,0.05,0.09,0.2,4.05,11.56,18.42,106.39,98.74,Possible fever
36.47,25.76,1010.94,55.24,0.25,0.16,0.23,10.08,8.2,1.01,119.46,98.03,Stressed
38.52,26.05,986.24,48.38,2.37,2.65,1.74,8.22,11.54,5.68,132.35,93.25,Overexertion
36.74,25.22,1013.6,53.22,0.16,0.06,0.02,11.88,-1.96,6.13,88.38,97.79,Stressed
36.35,30.93,1014.2,47.19,0.07,0.05,0.06,10.34,15.72,7.65,122.59,86.68,Low oxygen state
36.57,29.52,1012.28,30.96,0.19,0.12,0.08,15.64,8.24,7.14,88.34,97.88,Stressed
37.1,32.47,1001.29,43.78,0.02,0.04,0.13,12.01,11.07,5.08,67.42,95.71,Normal
38.41,32.64,1016.46,65.44,2.18,1.2,1.06,6.67,22.17,7.73,164.98,92.92,Overexertion
37.59,34.17,998.87,48.06,-0.0,0.07,0.07,22.71,16.14,15.8,104.42,98.45,Dehydrated
37.82,35.29,1015.73,57.28,3.11,3.12,2.78,11.35,14.63,16.87,164.93,89.98,Overexertion
39.19,30.97,1006.2,59.88,2.58,2.97,3.0,12.27,13.84,12.65,193.91,91.2,Overexertion
37.4,28.57,994.5,65.99,0.13,0.1,0.02,5.94,9.56,8.06,104.52,97.59,Dehydrated
36.2,23.85,1009.13,43.78,0.12,0.06,0.08,12.91,11.13,13.97,101.45,86.31,Low oxygen state
36.63,23.12,996.39,55.25,0.04,0.04,0.03,13.84,18.39,4.52,49.23,95.5,Fatigued
37.61,40.45,1008.55,79.78,0.09,0.11,0.2,5.12,18.54,13.38,98.6,96.44,Stressed
36.44,30.93,1010.59,74.37,0.2,0.03,0.18,11.65,3.5,14.8,110.5,96.51,Stressed
36.83,28.91,1003.81,34.76,0.09,0.18,0.16,13.49,3.39,10.19,107.08,87.07,Low oxygen state
38.93,34.6,1036.58,56.05,2.57,1.94,3.19,12.08,14.17,12.28,147.07,94.33,Overexertion
36.2,21.49,1026.23,37.46,0.07,0.02,0.06,17.92,11.63,4.03,62.35,95.68,Fatigued
36.5,24.35,999.73,79.38,0.1,0.07,0.03,15.1,9.44,9.08,87.29,82.77,Low oxygen state
37.87,26.24,1029.29,46.35,3.86,2.78,3.19,14.5,13.09,6.35,144.39,94.05,Overexertion
36.21,35.69,1001.63,76.51,0.09,0.12,0.07,9.72,12.43,6.08,120.55,85.98,Low oxygen state
36.33,26.31,997.8,57.39,0.08,0.06,0.05,3.33,13.08,2.24,108.17,96.33,Low oxygen state
36.95,30.19,1014.69,64.69,0.12,0.18,0.16,7.74,10.2,16.37,95.71,97.74,Stressed
36.47,31.3,1005.16,77.89,0.0,0.08,0.07,2.34,6.98,6.65,121.36,82.39,Low oxygen state
37.36,31.8,1028.35,50.22,0.07,0.15,0.09,7.25,9.89,9.28,78.7,97.82,Normal
36.96,33.72,1006.41,40.7,0.09,0.06,0.1,22.74,17.32,9.18,112.05,88.7,Low oxygen state
39.22,30.79,1026.72,38.35,0.09,0.15,0.15,6.38,6.46,11.82,106.95,97.13,Possible fever
39.05,25.12,1013.93,65.44,0.01,0.11,0.09,14.56,7.47,2.59,99.47,97.18,Possible fever
36.44,29.01,1005.91,41.29,0.11,0.2,0.16,13.45,6.05,7.46,117.13,88.56,Low oxygen state
36.44,19.88,1003.38,67.53,0.2,0.09,0.23,10.91,14.7,15.32,79.41,99.38,Stressed
37.13,28.19,1019.05,42.8,0.22,0.1,0.07,6.63,9.03,4.27,71.3,97.24,Stressed
37.23,21.19,1003.42,45.96,0.14,0.09,0.08,7.83,9.29,13.42,89.58,96.79,Dehydrated
36.73,34.07,1028.68,49.72,0.05,0.06,0.04,16.0,4.91,2.78,61.01,96.34,Fatigued
36.93,31.22,1037.41,47.14,0.03,0.07,0.05,8.67,2.75,16.49,94.18,79.21,Low oxygen state
36.8,17.91,1010.84,67.5,0.21,0.06,0.03,4.27,15.44,8.85,55.85,97.17,Normal
36.52,38.6,1032.16,45.51,0.04,0.14,0.09,16.28,5.28,14.22,60.5,97.82,Normal
38.29,22.66,1011.78,45.89,0.11,0.14,0.02,8.66,13.79,15.52,96.97,96.18,Possible fever
37.43,42.39,1007.49,74.95,0.03,-0.07,0.16,10.16,13.26,12.88,95.02,96.9,Possible fever
37.02,31.3,1024.89,78.72,0.03,0.05,0.13,1.72,12.19,10.82,103.43,96.73,Dehydrated
39.4,25.75,1015.27,68.7,0.06,0.01,0.14,7.65,10.15,11.93,96.73,98.83,Possible fever
38.18,31.29,1014.14,41.8,0.14,0.04,0.07,6.19,7.38,5.92,89.88,95.72,Possible fever
37.84,30.25,1020.68,58.18,2.56,4.15,3.19,10.7,9.96,9.18,140.87,92.15,Overexertion
36.62,33.4,1004.51,60.64,0.03,0.03,0.06,3.57,6.39,5.35,58.12,90.64,Fatigued
36.99,27.31,1015.73,65.55,0.08,0.08,0.21,14.3,16.79,6.85,51.53,98.16,Stressed
38.73,31.74,1016.79,69.82,0.06,0.12,0.18,11.84,13.81,14.14,89.16,98.41,Possible fever
38.02,28.94,1015.02,52.19,4.04,2.44,3.29,-1.56,3.24,9.67,154.06,90.33,Overexertion
36.93,31.86,1001.4,74.35,0.15,0.07,0.1,14.02,8.92,7.59,109.7,98.9,Dehydrated
36.86,27.34,1002.41,49.02,0.13,0.09,0.16,14.71,9.5,9.33,94.29,91.18,Low oxygen state
36.37,29.41,1012.1,72.72,0.28,0.1,0.25,3.91,6.42,21.55,81.23,97.61,Stressed
38.11,20.92,1012.92,46.52,2.22,1.85,2.02,13.06,6.78,13.34,150.21,91.5,Overexertion
36.74,31.91,1010.25,58.68,0.13,0.04,0.08,6.39,11.7,13.39,82.54,83.21,Low oxygen state
37.09,38.62,1009.13,41.09,0.21,0.13,0.09,14.87,13.16,7.24,100.71,90.34,Low oxygen state
38.25,31.9,1015.93,49.27,0.11,0.05,0.14,9.93,12.21,16.04,113.3,95.94,Possible fever
36.86,32.69,1010.61,74.43,0.0,0.06,0.05,8.96,3.71,9.76,61.88,92.42,Fatigued
37.9,24.84,1015.89,65.24,0.1,0.1,0.07,12.53,9.38,11.59,116.66,98.8,Dehydrated
38.01,19.31,1016.47,57.2,2.5,3.06,2.46,17.31,4.84,10.7,138.31,94.15,Overexertion
36.84,30.23,1014.3,51.86,0.19,0.13,0.1,6.48,15.41,11.11,111.29,96.73,Stressed
37.74,24.2,1026.08,36.23,0.11,0.09,0.11,12.77,2.22,15.28,86.46,96.43,Possible fever
38.33,26.87,1026.88,41.82,1.16,2.92,2.57,7.78,12.78,12.25,191.76,94.39,Overexertion
37.88,23.33,1002.44,74.34,1.05,1.96,2.19,7.84,23.74,13.59,204.14,96.87,Overexertion
36.82,21.0,1005.89,75.4,0.03,0.05,-0.0,2.9,5.69,14.65,58.45,93.78,Fatigued
36.19,24.56,1009.95,31.55,0.07,0.11,-0.03,13.9,5.0,9.52,110.56,87.13,Low oxygen state
36.91,35.34,1013.24,47.1,0.1,0.14,0.1,0.43,11.17,14.37,118.13,95.81,Stressed
37.29,33.79,1019.44,44.56,0.08,0.09,0.1,10.16,11.75,15.86,69.81,99.3,Normal
36.87,17.95,1011.17,78.86,0.09,0.11,0.13,2.6,13.01,8.18,118.91,90.42,Low oxygen state
37.42,20.9,996.67,34.47,2.76,1.45,2.28,16.89,15.08,5.03,153.18,91.57,Overexertion
37.06,30.53,1010.97,41.12,0.1,0.17,0.16,11.43,7.86,8.56,93.63,96.38,Stressed
36.25,24.18,1029.94,53.16,0.19,0.16,0.09,4.14,14.04,15.46,121.04,91.32,Low oxygen state
38.96,29.62,995.01,55.25,0.07,0.11,0.11,0.71,-1.39,6.87,102.47,95.56,Possible fever
38.13,30.33,992.48,73.45,0.08,0.13,0.08,7.6,8.98,11.17,107.11,97.94,Possible fever
37.02,33.6,1012.88,63.22,0.09,0.11,0.22,16.27,1.88,10.35,100.14,97.41,Stressed
38.36,22.07,1008.03,48.16,2.16,2.82,2.38,7.69,9.13,12.5,201.04,92.54,Overexertion
38.65,27.56,1005.76,52.99,0.06,0.08,0.07,20.62,3.47,7.72,103.94,95.86,Possible fever
36.39,30.83,1012.2,72.81,0.2,0.13,0.2,16.16,8.92,3.83,109.13,96.12,Stressed
38.85,14.69,1020.29,77.24,0.05,0.13,0.08,15.42,6.54,5.31,102.83,96.85,Possible fever
36.24,25.17,1018.85,37.51,0.11,0.15,0.09,4.96,3.9,15.77,110.68,84.59,Low oxygen state
38.39,27.99,1017.11,40.11,2.59,1.99,3.2,11.72,19.09,6.69,192.42,90.79,Overexertion
36.9,40.7,998.64,32.09,0.18,0.01,0.09,8.89,2.94,12.38,104.55,90.12,Low oxygen state
36.41,29.94,1024.28,57.78,0.12,0.08,0.09,17.07,13.41,4.74,70.4,96.37,Normal
36.59,31.12,998.48,49.3,0.15,0.13,0.22,13.01,5.8,11.46,104.03,96.09,Stressed
37.15,30.16,1016.62,52.34,0.06,0.06,0.05,11.57,9.0,6.84,51.9,93.13,Fatigued
37.2,27.6,1014.45,74.65,0.13,0.09,0.17,16.53,8.13,15.58,79.44,96.61,Stressed
37.2,21.96,1034.02,58.44,0.05,0.19,0.06,6.72,12.94,14.16,99.21,95.37,Dehydrated
37.81,24.0,997.57,74.76,0.05,0.13,0.2,10.1,8.78,15.3,96.76,96.99,Possible fever
37.97,25.8,1008.1,47.26,0.06,0.13,0.09,9.14,11.0,5.96,110.3,96.14,Possible fever
36.75,28.96,1025.13,72.81,0.1,0.04,0.12,17.59,12.48,6.53,106.72,79.7,Low oxygen state
36.53,29.44,1022.82,74.4,0.11,0.1,0.04,14.16,12.6,14.4,93.25,87.42,Low oxygen state
36.75,30.86,1012.59,38.32,0.08,0.11,0.04,4.33,-2.97,15.07,111.55,91.01,Low oxygen state
37.43,26.87,1003.13,58.57,0.05,0.1,0.18,4.2,15.23,9.2,102.17,97.71,Dehydrated
36.9,21.52,1021.45,56.38,0.16,-0.06,0.13,24.59,3.97,15.68,87.7,98.6,Stressed
36.72,21.69,1014.98,39.18,0.14,0.07,0.1,12.39,9.05,21.44,88.43,88.11,Low oxygen state
38.72,26.52,1011.38,66.45,0.11,0.12,0.05,10.6,2.99,-4.51,88.7,96.4,Possible fever
38.1,32.03,1026.52,32.56,0.11,0.1,0.15,2.13,7.1,15.19,98.47,98.69,Dehydrated
36.7,27.23,1032.77,41.56,0.11,0.22,0.03,6.32,1.61,8.93,75.3,98.1,Stressed
38.1,30.55,1020.76,32.99,2.31,3.16,2.83,7.22,13.01,11.95,125.37,94.73,Overexertion
36.6,36.12,1031.13,66.67,0.15,0.09,0.08,13.64,18.84,12.22,69.36,98.87,Normal
37.0,23.32,1007.05,79.54,0.07,0.12,-0.07,12.26,3.19,8.04,112.85,87.72,Low oxygen state
37.93,14.4,1014.49,49.29,2.51,2.15,1.66,15.05,11.45,16.97,170.64,90.79,Overexertion
38.73,21.91,1026.88,52.26,2.78,3.05,2.14,4.07,8.07,5.9,161.22,93.03,Overexertion
37.12,22.78,999.87,67.06,0.12,0.04,0.08,5.92,11.46,9.17,61.31,95.98,Normal
36.85,25.58,1002.45,34.71,0.18,0.05,0.15,8.22,10.51,11.28,66.93,97.74,Normal
37.81,19.26,1029.89,51.07,2.53,1.97,1.42,8.66,5.85,10.14,161.59,94.13,Overexertion
36.83,28.85,1022.38,44.87,0.19,0.05,0.11,13.89,14.63,13.74,107.48,85.38,Low oxygen state
37.37,30.71,1016.26,66.03,0.09,0.09,0.08,6.39,4.44,9.34,61.04,93.39,Fatigued
39.23,23.14,1017.71,76.86,2.07,1.12,2.39,13.67,13.03,12.96,178.27,95.13,Overexertion
36.73,34.3,1009.68,61.72,0.11,0.06,0.12,5.85,2.35,13.0,107.56,91.65,Low oxygen state
36.52,19.94,1011.78,63.17,0.01,0.04,0.04,8.36,6.72,11.78,62.78,92.88,Fatigued
36.76,28.63,1001.01,52.25,0.05,0.05,0.11,3.95,11.95,2.45,82.78,96.25,Normal
37.13,21.59,1013.41,38.61,0.08,0.13,0.05,0.77,3.82,6.1,89.69,84.14,Low oxygen state
37.02,20.6,1017.06,39.75,0.04,0.05,0.03,18.17,-0.51,5.64,58.43,93.71,Fatigued
36.7,28.99,1008.32,34.57,0.01,0.04,0.05,6.11,10.27,3.5,56.14,92.17,Fatigued
36.77,33.92,1016.79,77.21,0.18,0.32,0.17,9.32,2.61,1.62,93.88,98.59,Stressed
36.98,25.94,1023.52,45.53,0.23,-0.06,0.26,11.76,14.6,5.28,82.34,96.41,Stressed
37.9,24.12,1002.34,41.89,3.68,2.67,2.26,5.86,-1.8,4.6,149.51,93.94,Overexertion
36.52,39.66,1057.84,42.83,0.01,0.05,0.03,7.66,11.16,13.3,58.03,91.47,Fatigued
36.6,24.64,1003.11,35.94,0.06,0.06,0.06,9.98,9.8,14.81,62.42,91.23,Fatigued
36.87,27.86,989.92,30.26,0.14,0.15,0.16,13.91,19.58,6.19,92.98,96.83,Stressed
38.85,31.57,995.06,72.52,3.8,1.93,3.22,2.86,21.17,8.51,136.51,95.91,Overexertion
36.85,36.04,987.75,46.51,0.08,0.06,0.0,13.48,5.77,13.91,60.61,95.64,Fatigued
38.06,27.2,1018.99,48.27,1.98,2.32,3.93,13.63,10.35,11.17,192.23,92.93,Overexertion
38.76,24.64,1030.98,39.17,2.77,2.22,2.9,5.8,16.05,7.79,161.15,93.05,Overexertion
36.21,30.42,1013.11,59.24,0.2,0.14,0.18,17.24,16.27,9.13,110.93,96.7,Stressed
37.18,37.08,1006.01,56.37,0.08,0.04,0.06,13.25,2.8,16.76,99.73,97.51,Dehydrated
37.69,22.43,1011.25,37.74,0.15,0.1,0.04,11.03,8.82,12.5,102.09,95.09,Dehydrated
37.47,26.37,1011.57,56.02,0.14,0.12,0.06,8.09,15.01,12.35,91.93,97.2,Dehydrated
37.52,29.75,1017.8,68.32,0.14,0.2,0.13,5.94,8.74,7.77,113.74,96.62,Dehydrated
38.6,24.95,1015.76,74.78,2.37,2.62,2.64,10.89,8.26,5.09,155.37,95.71,Overexertion
36.76,33.06,1025.85,58.73,0.02,0.09,0.03,11.74,8.42,11.99,65.91,95.68,Fatigued
38.09,29.37,1032.38,64.31,0.09,0.08,0.07,12.55,8.41,1.95,81.56,96.18,Possible fever
36.7,20.66,1029.6,32.92,0.13,0.08,0.16,7.31,1.87,5.58,93.74,84.04,Low oxygen state
36.52,26.62,1019.17,45.4,0.12,-0.02,0.05,10.28,17.02,15.32,82.55,96.72,Normal
38.69,22.37,1002.52,66.72,3.11,2.48,2.28,6.58,11.72,15.56,182.08,93.0,Overexertion
37.18,28.04,1003.6,59.92,-0.0,0.13,0.14,-0.26,7.8,18.21,108.16,85.47,Low oxygen state
36.81,30.07,1015.62,55.51,0.11,0.12,0.05,6.75,4.36,8.61,72.5,97.37,Normal
36.05,21.03,1002.03,77.8,0.06,0.15,0.16,11.65,5.54,9.36,124.15,93.56,Low oxygen state
38.32,28.51,1012.85,50.67,2.88,2.69,2.08,8.19,9.43,0.21,168.77,91.81,Overexertion
