body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,activity_label
37.4,29.77,1037.16,44.42,0.11,0.11,0.08,11.04,7.26,9.85,65.13,96.86,Sedentary
36.49,25.78,1010.02,57.34,1.45,0.72,0.39,159.54,188.29,118.2,83.97,97.26,Walking
36.58,22.73,1030.68,58.08,0.05,0.06,0.02,7.19,-0.4,5.75,56.49,96.78,Sleeping
36.71,42.89,1016.68,52.96,2.62,2.57,3.1,272.64,397.2,548.5,159.7,98.36,Running
37.17,29.48,993.17,44.97,2.71,3.45,3.94,362.52,466.02,381.92,170.19,96.22,Running
36.54,28.06,1005.74,59.69,0.09,0.08,0.05,8.88,2.09,12.29,70.49,96.16,Sedentary
36.68,29.18,994.11,57.77,0.11,0.09,0.05,1.87,13.98,9.71,70.21,96.87,Sedentary
37.04,22.3,1002.96,37.65,0.04,0.07,0.08,9.84,3.51,5.89,72.27,96.67,Sedentary
36.82,33.02,1003.63,46.46,0.1,0.09,0.14,3.11,8.74,10.89,77.99,97.07,Sedentary
36.87,23.44,1008.47,36.5,3.7,3.36,1.88,175.16,355.12,450.34,168.29,97.93,Running
36.54,38.36,1031.8,52.23,0.05,0.07,0.03,18.11,13.58,13.05,62.76,96.33,Sedentary
36.96,9.39,1021.07,47.7,0.12,0.13,0.02,11.3,5.27,11.31,69.81,97.65,Sedentary
37.62,25.14,1021.71,76.04,2.42,3.07,2.6,382.23,442.88,590.57,165.3,97.8,Running
37.17,29.84,1013.32,72.03,0.06,0.02,0.05,6.51,5.84,3.63,43.08,96.36,Sleeping
37.07,12.68,997.12,58.31,0.07,0.04,0.07,1.26,6.92,3.53,49.2,96.86,Sleeping
36.34,20.36,998.13,31.64,2.37,1.77,3.84,511.57,329.84,538.74,198.3,95.79,Running
37.13,24.97,988.26,52.96,2.45,2.92,3.55,107.43,357.52,407.36,150.48,96.38,Running
36.75,23.43,1021.4,64.47,0.06,0.04,0.09,4.16,6.91,2.91,46.04,96.89,Sleeping
36.93,33.9,1018.51,71.03,3.7,2.22,3.41,273.57,320.65,374.83,136.54,95.22,Running
36.66,27.02,1006.17,54.67,0.05,0.05,0.04,1.01,9.12,6.75,50.16,97.32,Sleeping
36.75,31.57,1013.88,31.22,0.06,0.04,0.04,1.24,3.84,6.52,35.28,97.9,Sleeping
36.6,29.85,1011.71,47.73,3.62,3.85,2.52,305.65,557.61,534.65,150.61,97.71,Running
37.03,23.1,1009.17,37.09,0.12,0.16,0.08,9.97,16.87,9.7,58.49,98.07,Resting
36.05,36.09,1004.09,34.12,0.62,1.03,0.75,116.85,104.62,97.25,73.06,96.51,Walking
36.55,26.53,1020.08,46.77,0.08,0.06,0.09,2.76,1.86,9.13,56.58,96.23,Sleeping
36.95,29.06,1021.42,45.51,0.04,0.06,0.09,2.59,-0.24,9.91,54.62,95.77,Sleeping
37.43,25.84,1008.75,50.37,0.08,0.11,0.13,5.12,4.64,6.57,75.64,98.21,Sedentary
35.82,25.41,1001.33,67.94,0.18,0.02,0.08,12.96,5.2,8.65,69.63,98.31,Sedentary
36.96,31.01,1003.38,38.02,0.01,0.15,0.11,8.88,2.71,12.08,73.08,98.46,Sedentary
36.23,33.0,1027.78,72.25,0.13,0.13,0.08,11.51,5.69,1.09,61.96,98.54,Sedentary
36.81,30.71,1003.83,68.9,0.15,0.06,0.1,6.9,3.16,13.36,58.35,97.12,Sedentary
36.59,25.93,1017.26,57.77,2.58,1.91,4.24,411.6,536.15,550.62,144.83,95.64,Running
36.9,16.9,1005.82,66.69,0.03,0.09,0.09,5.32,2.51,14.47,70.49,97.93,Sedentary
36.75,22.92,1016.38,66.96,3.68,2.83,3.02,484.67,435.72,240.53,154.82,96.1,Running
37.29,31.16,1011.63,34.77,0.04,0.09,0.06,4.23,3.98,4.88,52.54,96.42,Sleeping
36.64,30.45,1013.95,72.14,0.12,0.05,0.07,4.17,11.38,6.55,71.85,95.82,Sedentary
36.86,25.77,1012.76,75.4,0.06,0.08,0.09,10.33,5.95,5.19,53.0,96.42,Sleeping
36.94,25.74,1004.52,30.14,0.05,0.06,0.05,7.16,10.26,7.19,73.27,96.48,Sedentary
36.8,29.98,1002.41,59.9,0.25,1.47,0.56,93.66,135.55,128.67,85.04,97.01,Walking
36.72,29.7,1001.75,67.66,0.18,0.05,0.09,1.27,14.84,11.16,81.58,96.48,Resting
36.85,27.37,1013.42,30.27,2.1,5.32,3.63,338.86,483.77,333.36,136.95,96.41,Running
36.76,33.88,998.67,58.32,3.63,3.51,3.3,371.13,428.19,433.88,157.95,97.1,Running
36.44,30.39,1008.53,63.04,0.08,0.06,0.11,8.12,3.63,10.63,67.73,97.38,Resting
36.46,25.33,1008.47,36.14,3.14,4.55,2.61,423.58,379.69,204.46,163.88,96.43,Running
36.55,28.37,1013.41,49.06,3.68,4.16,4.08,268.65,187.55,294.86,129.22,96.31,Running
36.61,25.6,1032.19,64.96,0.69,1.06,1.43,77.32,78.74,111.48,92.2,96.33,Walking
36.64,35.64,1001.64,50.19,0.15,0.21,0.08,10.53,11.6,9.04,59.07,96.47,Resting
36.44,23.69,1003.87,64.15,1.22,3.3,2.21,609.86,270.6,459.99,129.57,96.03,Running
36.45,30.11,1017.6,77.71,0.12,0.06,0.03,0.49,2.31,6.39,47.32,96.56,Sleeping
37.32,25.67,1025.33,61.63,0.12,0.16,0.14,9.81,10.09,7.97,68.83,95.85,Resting
36.66,37.0,992.9,65.24,0.04,0.02,0.03,6.36,5.2,5.19,48.62,97.55,Sleeping
37.16,33.2,1024.7,76.79,0.12,0.06,0.04,17.1,10.22,4.57,57.55,95.8,Resting
36.88,33.27,1016.38,52.79,0.09,0.06,0.05,12.04,10.15,9.66,72.48,96.37,Resting
36.53,22.81,1003.59,59.89,3.59,1.71,2.88,143.02,343.63,580.3,136.75,96.71,Running
36.84,26.68,1024.82,56.19,0.78,1.25,1.43,145.08,85.28,86.32,90.73,96.49,Walking
36.67,31.98,1037.1,34.64,0.05,0.06,0.05,3.34,1.0,1.58,55.24,98.38,Sleeping
36.81,29.08,1033.59,64.36,0.14,0.11,0.13,1.46,20.98,13.33,56.65,98.45,Resting
36.41,26.06,1031.63,68.64,1.46,0.9,1.2,172.93,138.79,112.86,97.41,95.19,Walking
37.38,26.19,1027.41,32.22,3.7,3.19,3.02,227.84,271.32,411.1,145.8,96.44,Running
36.57,24.5,1017.34,57.72,1.84,3.79,2.29,675.03,494.09,430.84,143.9,98.11,Running
36.59,20.88,1015.25,54.41,0.04,0.06,0.03,1.15,7.95,4.7,55.95,98.26,Sleeping
36.98,24.53,1018.65,46.3,1.74,1.25,1.27,153.43,120.75,180.11,94.27,98.76,Walking
36.44,31.2,1029.58,47.07,0.49,0.9,0.85,105.55,210.77,103.8,95.34,98.16,Walking
36.64,30.88,1017.39,48.79,0.04,0.07,0.07,6.48,6.69,4.01,49.93,97.7,Sleeping
36.92,20.01,1031.31,48.3,0.15,0.13,0.16,22.59,3.29,12.14,72.8,98.24,Resting
36.89,33.44,1011.63,70.65,0.08,0.12,0.14,13.36,12.51,4.66,60.59,97.47,Resting
36.54,32.66,1013.66,79.68,0.68,0.68,1.32,120.97,128.75,148.03,83.43,96.32,Walking
36.74,28.07,1007.49,77.66,1.65,1.31,1.62,152.96,92.23,196.41,107.17,95.47,Walking
36.98,31.26,1009.62,47.02,0.05,0.08,0.04,7.97,5.48,11.36,45.82,96.3,Sleeping
36.8,37.27,1014.94,30.31,1.51,1.88,1.61,172.96,117.01,124.92,98.77,98.05,Walking
36.86,28.72,1014.21,74.33,0.04,0.05,0.06,9.84,9.56,2.45,68.73,96.17,Sedentary
37.22,30.48,1005.98,42.43,0.11,0.05,0.09,5.96,5.43,12.38,67.58,96.17,Sedentary
37.02,31.14,1024.89,57.51,-0.0,0.04,0.08,6.05,4.78,-0.05,51.65,94.35,Sleeping
36.82,34.17,1016.31,37.63,0.02,0.04,0.07,-3.93,2.7,8.01,49.81,96.26,Sleeping
36.73,24.23,1016.64,65.59,0.11,0.04,0.05,8.8,9.17,11.65,67.76,97.6,Sedentary
36.41,34.26,1006.15,45.32,0.01,0.06,0.04,2.65,1.09,6.05,55.13,95.85,Sleeping
36.89,29.47,1003.19,65.16,0.13,0.01,0.04,3.24,4.13,10.17,68.85,96.14,Sedentary
36.82,14.13,988.8,32.19,4.2,3.11,2.48,236.09,445.62,364.84,144.72,96.79,Running
36.93,31.75,1008.54,49.81,0.04,0.12,0.09,12.61,6.55,7.28,70.21,95.68,Sedentary
36.42,24.84,1001.03,60.94,0.13,0.03,-0.01,4.14,6.76,2.07,67.79,97.66,Sedentary
37.07,18.63,1032.76,79.22,2.65,1.72,2.29,542.05,517.93,477.66,163.55,97.23,Running
37.19,22.62,1000.06,41.51,1.54,1.47,1.55,152.84,65.2,90.1,107.34,97.26,Walking
36.41,28.83,1011.73,78.66,0.11,0.16,0.05,12.13,12.52,1.1,73.79,96.94,Resting
36.49,25.85,1008.03,52.11,0.19,0.11,0.12,16.59,12.33,14.97,54.15,97.93,Resting
37.04,13.42,1015.06,73.72,2.47,3.05,2.7,212.2,134.95,492.44,160.74,97.44,Running
37.02,35.26,1010.02,32.24,0.06,0.05,0.06,-2.98,7.98,3.57,50.1,97.5,Sleeping
37.38,31.58,1010.24,68.92,0.06,0.04,0.03,5.03,7.94,3.06,43.71,97.6,Sleeping
37.49,17.29,1024.48,46.61,0.12,0.03,0.03,3.08,11.72,9.4,68.23,96.81,Sedentary
36.54,24.43,1003.92,47.67,0.76,1.85,1.39,159.33,140.22,215.69,94.44,96.71,Walking
36.63,31.92,995.11,51.28,0.08,0.06,0.08,5.31,1.45,4.0,62.1,96.96,Sleeping
37.33,32.02,1008.85,78.22,0.1,0.15,0.09,5.05,14.17,-3.09,68.07,96.47,Resting
36.62,18.76,1011.64,77.1,0.03,0.07,0.08,8.05,7.88,2.59,53.81,99.32,Sleeping
36.72,21.94,1021.05,68.38,-0.01,0.08,0.02,1.06,4.13,7.02,47.79,96.31,Sleeping
37.25,30.46,1015.06,46.51,0.07,0.13,0.07,5.15,10.11,3.18,79.05,96.72,Sedentary
37.69,25.98,998.99,44.95,0.13,0.02,0.13,10.94,1.34,9.62,67.07,96.99,Sedentary
36.83,32.69,1014.82,53.55,1.38,1.07,0.92,119.89,147.82,80.16,103.18,96.95,Walking
36.96,19.52,993.41,45.45,0.01,0.05,0.01,12.67,5.73,2.96,51.42,95.82,Sleeping
36.43,28.81,1027.05,75.18,2.18,1.73,2.23,156.58,361.1,347.06,118.45,97.49,Running
37.12,34.91,993.12,61.6,2.32,2.03,2.82,148.86,327.13,353.47,152.16,96.67,Running
36.96,41.2,1001.15,66.53,0.14,0.15,0.22,8.45,6.98,9.27,63.85,98.24,Resting
36.13,15.62,1021.47,46.11,0.1,0.08,0.02,9.72,1.36,8.41,58.43,96.88,Sedentary
36.79,27.17,1003.48,72.18,3.11,4.05,2.55,386.67,740.17,344.76,136.26,96.02,Running
36.9,29.29,1025.83,43.33,0.12,0.11,0.19,6.05,16.49,6.73,80.86,96.42,Resting
36.38,35.35,1026.95,36.7,3.31,2.42,3.6,536.22,80.93,294.15,146.53,96.71,Running
36.96,22.31,1007.55,40.39,0.09,0.04,0.0,14.2,14.98,14.56,71.61,95.98,Resting
36.83,20.64,1016.89,39.3,2.24,3.6,2.94,467.12,443.13,494.05,155.79,97.64,Running
37.17,36.57,1015.22,42.48,0.07,0.14,0.13,9.15,11.02,14.39,66.32,97.16,Resting
36.75,31.0,1001.95,30.13,1.27,0.67,0.78,162.07,131.94,152.82,97.73,96.78,Walking
36.83,32.77,1007.3,45.9,0.12,0.08,0.15,19.43,7.35,12.06,61.02,94.87,Sedentary
36.77,26.42,1014.61,34.87,0.04,0.06,0.05,9.56,5.68,4.7,56.89,98.01,Sleeping
36.68,32.76,990.31,57.67,0.08,0.05,0.1,7.19,8.77,10.93,52.91,97.62,Sleeping
36.58,34.36,1016.95,59.17,3.24,2.81,3.16,287.77,336.04,448.57,153.7,96.12,Running
37.14,19.75,1012.93,79.92,3.15,2.47,3.04,6.73,224.02,383.32,132.14,95.68,Running
37.15,28.23,1020.76,64.85,0.1,0.16,-0.04,10.52,11.86,6.73,69.1,97.09,Resting
36.88,32.78,999.27,50.77,0.13,0.03,0.07,15.9,9.88,4.42,81.65,97.22,Sedentary
36.76,29.65,1020.45,47.12,0.04,0.0,0.08,4.86,2.74,7.34,51.65,98.05,Sleeping
36.51,17.64,1026.15,77.8,0.69,1.6,1.16,167.01,72.04,221.12,75.17,95.83,Walking
36.51,20.67,999.95,52.96,0.04,0.06,0.04,11.41,15.16,10.77,61.05,97.33,Resting
36.75,24.77,1011.19,52.86,0.09,0.09,0.05,10.13,14.41,10.42,62.0,97.85,Sedentary
36.71,27.87,999.53,72.67,2.08,2.73,3.4,243.92,463.78,418.62,149.5,97.89,Running
36.62,27.02,990.11,70.9,0.89,0.94,0.55,102.28,149.44,81.5,94.28,97.55,Walking
36.99,30.12,1018.43,51.02,0.12,-0.0,0.03,8.1,10.79,8.39,80.84,97.77,Sedentary
36.63,30.05,998.62,66.83,0.08,0.0,0.04,6.72,21.65,13.15,79.03,97.34,Resting
36.8,27.5,1019.77,66.96,0.02,0.11,0.02,12.25,-0.8,5.95,60.81,97.26,Sleeping
36.1,41.38,1007.08,52.99,3.92,2.81,1.66,427.36,285.8,333.88,117.38,95.68,Running
36.65,34.92,1025.64,35.32,2.12,1.58,2.94,309.65,376.92,472.89,135.35,99.82,Running
37.02,31.99,1028.6,71.72,0.07,0.05,-0.0,10.22,1.62,9.52,74.21,95.57,Sedentary
36.78,27.02,1004.97,40.4,0.1,0.02,0.07,0.9,5.67,2.47,61.18,96.92,Sleeping
36.67,20.09,1010.96,57.91,1.6,0.92,0.47,116.53,109.07,72.05,95.32,96.16,Walking
36.5,22.44,1011.95,45.29,0.12,0.05,0.06,9.94,7.91,11.52,59.18,98.18,Resting
36.47,25.87,1035.98,75.76,0.13,0.07,0.13,10.87,10.94,12.67,86.03,97.36,Resting
36.54,37.22,1017.35,42.63,0.03,0.02,0.08,14.59,3.8,10.9,58.05,98.64,Sedentary
37.11,25.04,1008.08,57.7,2.14,2.64,2.96,503.04,559.48,280.78,148.62,96.68,Running
36.7,20.17,1018.19,56.64,0.1,0.07,0.09,7.69,6.88,0.43,53.5,96.5,Sleeping
36.7,32.33,1008.33,50.2,0.01,0.03,0.08,6.86,7.37,0.11,45.15,97.36,Sleeping
36.39,19.47,1038.72,49.42,0.04,0.06,0.04,3.64,5.66,4.64,49.63,96.08,Sleeping
36.84,21.29,994.6,70.23,0.1,0.13,0.17,14.77,11.65,8.19,69.85,98.87,Resting
37.01,30.89,1020.28,37.35,0.06,0.12,0.11,11.14,8.6,5.2,82.11,96.72,Resting
36.94,25.99,1022.89,56.95,0.05,0.05,0.01,-1.28,0.49,6.37,50.73,97.66,Sleeping
37.05,22.5,1015.12,33.92,0.04,0.08,0.04,6.97,4.57,2.93,47.93,94.66,Sleeping
36.58,24.07,1016.76,76.0,0.11,0.13,0.08,12.48,8.86,11.08,65.18,96.77,Resting
37.0,36.67,1003.59,37.14,0.07,0.13,0.06,6.92,15.25,10.47,63.23,98.15,Sedentary
36.76,31.53,983.57,65.63,0.96,1.49,1.24,133.86,117.86,195.38,92.37,96.3,Walking
36.95,32.7,1013.34,67.63,0.09,0.15,0.08,8.42,6.28,7.82,73.75,96.09,Sedentary
36.34,28.93,1003.46,59.86,0.05,0.02,0.09,2.02,-0.06,13.98,46.53,96.79,Sleeping
36.9,28.18,988.46,35.22,0.07,0.09,0.09,8.44,5.99,3.56,80.77,96.27,Sedentary
36.53,29.61,1022.36,60.49,0.09,0.06,0.13,11.51,6.44,13.56,67.83,96.7,Resting
37.04,29.38,1002.58,42.7,0.05,0.05,0.18,16.76,25.61,7.38,83.66,97.51,Resting
36.89,24.71,994.44,60.09,0.09,0.05,0.05,0.92,7.56,6.11,49.82,94.4,Sleeping
36.86,31.72,1018.4,55.77,0.05,0.08,0.19,11.81,6.99,8.4,61.23,97.13,Resting
37.35,27.14,1017.41,45.84,0.06,0.09,0.05,3.16,12.25,-3.43,62.43,97.53,Resting
37.6,31.47,1016.12,47.21,1.06,1.19,1.67,131.59,139.78,47.98,103.81,96.7,Walking
37.03,36.76,1024.08,66.38,0.03,2.43,1.06,41.1,140.72,116.11,96.96,97.29,Walking
37.25,39.61,1000.93,36.17,0.04,0.02,0.05,1.84,-0.0,5.15,54.71,96.19,Sleeping
36.32,29.4,1013.55,34.7,0.14,0.19,0.09,16.01,2.6,9.56,68.45,96.4,Resting
37.33,24.77,1002.61,79.8,0.95,0.98,1.0,111.72,111.28,150.38,102.92,97.11,Walking
36.93,32.95,1004.78,47.01,0.05,0.01,0.07,7.54,12.56,1.33,50.82,95.9,Sleeping
36.12,20.37,1019.34,55.23,0.08,0.09,0.12,16.16,6.11,12.39,57.39,97.65,Resting
36.27,29.84,1012.78,32.36,0.09,0.04,0.05,9.05,6.07,-1.11,44.4,98.65,Sleeping
36.43,24.83,1026.78,48.11,0.04,0.06,0.02,3.01,6.01,1.08,49.52,96.92,Sleeping
36.99,30.19,1007.35,77.15,0.15,0.08,0.02,10.01,9.13,8.05,66.71,96.73,Resting
36.92,36.93,1019.39,33.88,3.0,3.73,2.59,6.11,384.52,280.68,124.99,97.44,Running
36.51,17.73,1014.1,30.03,3.22,3.77,4.25,562.36,361.71,325.19,137.42,95.72,Running
36.89,20.78,1024.37,57.06,0.06,0.08,0.03,5.48,-5.33,6.89,39.87,96.05,Sleeping
36.39,35.5,1019.5,58.14,3.05,2.98,3.21,386.59,458.89,463.49,155.12,98.33,Running
36.59,21.44,1022.22,32.51,0.15,0.06,0.14,13.74,4.92,6.52,77.34,97.15,Resting
37.14,29.86,1014.7,47.73,0.9,0.97,0.86,130.7,131.98,86.91,93.09,97.13,Walking
37.11,34.4,1001.46,48.64,0.1,0.05,0.02,6.93,12.52,14.89,60.33,97.28,Resting
36.61,19.8,1021.09,71.23,0.11,0.06,0.07,5.21,6.94,10.08,72.75,97.23,Resting
36.58,30.48,998.78,57.99,0.06,0.03,0.06,6.29,10.18,5.43,49.31,97.65,Sleeping
36.57,33.07,1015.05,73.82,0.14,0.14,0.17,8.78,13.08,4.5,73.7,97.37,Sedentary
37.08,34.19,1018.12,44.12,0.13,0.11,0.06,10.07,7.68,14.51,84.32,97.92,Sedentary
37.32,26.33,1005.85,70.91,0.14,0.13,0.16,-0.36,1.02,1.41,56.47,95.03,Resting
37.06,24.39,1016.33,39.64,0.1,0.08,0.05,4.63,7.69,5.67,74.9,98.04,Sedentary
36.63,24.12,1009.03,42.29,4.3,4.79,3.96,206.9,510.19,542.95,151.55,97.51,Running
36.94,35.18,1014.4,64.28,0.04,0.01,0.06,9.91,5.0,8.29,52.2,98.19,Sleeping
36.5,28.27,1013.7,41.13,1.16,0.68,1.14,46.01,134.16,85.45,99.38,96.98,Walking
36.53,18.73,1024.85,30.7,0.06,0.02,0.04,0.45,11.47,3.95,56.49,96.45,Sleeping
36.4,33.3,1022.67,47.78,2.75,1.8,5.24,430.68,585.63,397.78,164.83,97.23,Running
36.58,28.67,1004.24,59.06,1.2,1.37,1.21,113.51,133.75,107.94,93.31,98.33,Walking
37.12,31.12,1013.68,76.16,0.01,0.03,0.1,6.96,10.95,11.05,64.65,97.32,Sedentary
36.81,29.23,1030.18,60.49,0.05,0.11,0.06,15.32,9.21,3.06,64.8,95.81,Sedentary
37.54,28.54,992.25,79.82,0.03,0.01,0.01,8.33,5.29,7.33,40.74,94.8,Sleeping
37.01,33.29,993.63,58.16,3.89,3.83,3.03,348.57,465.97,436.36,166.51,96.06,Running
36.43,28.93,1001.62,33.23,0.06,0.08,0.12,6.35,7.21,6.52,48.86,97.34,Sleeping
36.62,21.82,1013.33,36.25,0.07,0.01,0.06,7.88,8.33,1.42,65.02,97.91,Sleeping
37.12,22.18,1026.16,33.47,3.54,3.14,3.82,403.03,545.7,373.98,174.96,96.95,Running
36.24,28.77,1005.26,76.42,0.82,0.31,1.3,152.39,93.52,176.4,100.87,97.51,Walking
36.42,31.3,1024.19,68.99,0.1,0.11,0.08,6.94,13.25,12.54,62.9,97.16,Sedentary
36.73,24.4,1007.19,48.49,0.09,0.12,0.05,10.77,7.65,8.73,57.23,98.07,Resting
36.22,20.84,1004.37,44.44,2.47,2.07,3.83,317.43,194.76,192.53,154.79,95.62,Running
37.17,34.74,1032.41,59.16,3.15,3.27,2.81,468.86,405.28,403.22,159.96,97.41,Running
37.29,24.83,998.64,33.81,1.8,1.41,0.79,83.85,147.9,121.46,93.74,96.47,Walking
36.72,33.97,1004.63,74.29,0.16,0.12,0.07,2.8,0.54,10.95,69.89,95.17,Resting
36.33,22.46,1014.95,32.74,0.99,0.87,1.14,147.31,118.44,157.37,106.94,95.8,Walking
37.31,21.08,1015.99,75.54,1.84,2.38,3.61,45.82,549.63,344.52,126.15,96.22,Running
36.35,26.23,1011.36,71.63,0.08,0.06,0.06,3.63,8.45,6.28,47.29,97.22,Sleeping
37.21,28.58,1006.57,50.36,0.1,0.12,0.1,8.66,13.0,2.93,49.41,96.19,Resting
36.87,31.46,1014.35,66.65,0.1,0.08,0.04,12.88,12.02,13.02,62.22,97.52,Resting
36.49,23.08,1029.67,76.85,1.58,1.24,0.93,92.32,136.42,98.22,97.89,97.08,Walking
37.15,26.17,1020.97,57.12,0.11,0.14,0.11,9.47,11.11,3.37,59.05,98.07,Sedentary
37.03,41.08,1030.49,67.9,0.02,0.03,0.06,8.46,0.28,1.86,51.23,96.84,Sleeping
36.39,24.11,1003.37,43.15,0.19,1.13,1.47,82.53,104.15,198.66,101.39,96.67,Walking
36.64,16.83,1009.87,75.16,2.62,3.3,3.43,523.68,327.38,524.81,137.85,97.02,Running
36.63,35.54,1007.67,41.7,2.59,2.75,2.32,243.77,509.34,403.21,150.43,97.21,Running
37.45,38.01,998.44,64.2,1.21,3.28,1.46,676.43,74.02,253.97,102.16,96.38,Running
36.51,28.89,1015.43,34.48,0.09,0.07,0.07,10.92,10.29,9.06,64.07,97.58,Sedentary
36.68,23.85,995.65,65.28,0.02,0.13,0.1,18.75,11.54,11.33,69.76,97.26,Resting
36.64,21.26,1030.19,59.84,0.09,0.13,0.08,8.0,11.64,-2.55,60.12,97.19,Sedentary
36.9,33.48,994.63,78.71,2.91,3.97,2.06,536.2,410.48,171.08,143.87,96.7,Running
36.43,28.62,999.82,30.09,-0.02,0.07,0.08,2.92,8.2,2.69,53.01,96.98,Sleeping
36.98,25.31,1007.19,30.94,2.23,4.97,3.48,156.53,497.52,405.57,166.08,96.4,Running
36.96,26.06,1017.94,36.24,0.08,0.13,0.03,18.93,6.06,13.38,64.73,96.29,Resting
36.79,32.13,1002.16,72.88,0.09,0.11,0.08,17.21,13.01,6.94,66.15,96.99,Sedentary
36.97,26.52,1014.0,58.99,1.76,3.53,2.21,544.96,291.22,418.41,194.75,97.44,Running
36.58,25.76,1012.17,46.96,3.0,3.56,1.81,285.81,320.61,324.07,183.55,97.96,Running
36.84,22.88,1003.48,64.8,0.96,1.97,1.32,141.62,112.68,151.32,91.33,97.43,Walking
36.6,29.3,1011.87,55.24,0.08,0.01,0.05,8.46,6.19,3.36,47.3,99.36,Sleeping
36.46,37.63,1022.13,56.01,0.14,0.08,0.18,19.33,16.1,12.54,61.72,97.02,Resting
36.82,26.06,1010.14,57.28,0.08,0.08,0.06,4.55,7.35,5.98,82.53,97.88,Sedentary
36.92,21.17,1009.32,42.07,0.06,0.05,0.01,3.24,-2.92,0.5,44.22,98.37,Sleeping
36.59,36.83,989.25,46.32,1.41,3.6,3.25,418.39,337.33,598.6,128.97,97.44,Running
36.88,24.46,1019.81,41.33,0.09,0.04,0.04,4.52,4.67,0.63,55.71,98.28,Sleeping
36.69,20.65,1011.45,44.66,0.09,0.07,0.05,5.53,4.22,6.87,46.97,97.76,Sleeping
37.24,29.31,1029.07,73.88,0.03,0.09,0.07,8.39,6.59,0.17,47.37,95.97,Sleeping
36.64,26.64,1002.17,68.34,0.08,0.03,0.1,13.95,13.18,11.36,59.25,97.19,Resting
36.63,28.19,1027.67,47.66,0.02,0.04,0.04,12.67,2.08,4.91,62.31,96.81,Sleeping
36.8,28.61,1000.49,45.96,1.13,0.38,1.11,88.97,157.03,176.37,101.47,96.65,Walking
36.59,30.01,1008.15,40.58,1.44,1.74,0.61,124.11,69.9,21.09,92.5,98.14,Walking
36.71,20.52,1006.13,71.79,0.06,0.06,-0.02,9.18,1.28,5.79,73.29,97.34,Sedentary
36.87,18.73,1004.83,39.15,0.21,0.1,0.01,4.11,7.45,6.13,65.08,95.89,Resting
36.74,27.13,998.13,36.13,0.58,1.96,1.82,120.25,114.13,126.04,102.7,96.16,Walking
36.79,27.96,1011.14,67.58,0.03,0.02,0.1,7.89,4.25,6.14,56.22,96.82,Sleeping
36.86,18.14,1011.29,79.9,0.04,0.06,0.08,4.33,1.25,5.34,48.51,97.03,Sleeping
37.21,32.54,1011.63,30.08,0.07,0.1,0.13,10.98,11.75,4.09,72.9,95.94,Sedentary
36.63,33.87,1013.15,70.82,0.09,0.09,0.07,9.73,0.64,4.17,48.25,96.65,Sleeping
36.75,18.83,1018.39,58.22,4.05,2.65,1.6,552.38,376.1,398.83,176.22,96.58,Running
36.59,27.62,1025.29,37.91,0.03,0.13,0.13,16.79,4.93,4.86,55.81,97.48,Resting
36.54,37.1,1012.99,63.36,1.36,1.51,1.35,190.04,215.29,101.9,84.01,96.28,Walking
36.65,26.12,1026.44,77.02,0.07,0.07,0.09,12.16,0.86,0.5,67.87,97.29,Sedentary
36.66,33.6,1010.78,35.74,3.01,2.41,3.9,271.62,467.35,409.69,143.93,97.52,Running
36.82,23.82,1012.9,43.57,1.46,1.06,-0.01,58.19,177.79,159.0,85.96,96.87,Walking
36.66,26.63,1014.27,30.87,0.11,0.08,0.07,13.43,5.19,8.83,61.34,96.57,Resting
37.06,31.68,1003.22,32.01,-0.0,0.05,0.03,4.63,9.76,9.83,73.35,96.35,Sedentary
36.52,21.2,1014.0,57.61,0.05,0.07,0.03,9.79,12.18,-1.41,51.52,98.27,Sleeping
36.98,30.15,1017.99,42.46,2.03,3.73,3.32,403.14,723.59,247.66,147.52,96.24,Running
36.51,38.35,1019.17,74.66,3.47,3.57,3.21,612.46,449.54,414.98,178.72,96.4,Running
37.34,32.12,1012.65,30.72,1.25,1.07,1.36,160.34,105.76,61.63,87.77,94.84,Walking
37.28,12.41,997.42,53.82,3.0,3.97,3.1,415.51,288.53,255.78,166.82,98.62,Running
36.84,32.58,1025.67,43.82,1.01,1.32,1.51,150.3,169.83,106.38,91.98,97.2,Walking
36.86,25.2,1016.57,57.63,1.23,1.21,1.1,115.79,103.34,82.64,88.92,97.18,Walking
37.58,27.29,996.34,68.38,3.54,4.31,2.82,287.19,592.42,473.17,166.15,97.73,Running
36.33,27.72,1006.36,61.04,0.05,0.09,0.06,1.65,7.58,6.5,48.45,96.41,Sleeping
37.61,25.49,995.19,73.9,0.09,0.06,0.07,4.85,6.23,0.88,50.16,95.82,Sleeping
36.6,35.35,1017.81,51.52,0.04,0.03,0.09,5.86,4.52,7.32,44.14,97.36,Sleeping
37.15,18.18,1021.84,71.89,0.01,0.05,0.01,8.4,6.75,2.95,39.6,96.64,Sleeping
37.2,27.72,1021.36,61.97,0.09,0.15,0.0,12.93,4.13,7.02,61.89,97.33,Sedentary
36.6,33.81,1020.06,66.21,-0.01,0.12,0.07,4.35,4.84,5.97,64.63,95.81,Sedentary
37.2,27.25,1025.3,60.82,0.06,0.05,0.1,6.46,3.78,2.09,53.08,96.44,Sleeping
