body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,risk_level
37.1,28.59,1010.77,41.19,0.14,0.1,0.1,9.07,7.38,14.58,66.77,98.19,Healthy
37.88,36.13,1008.81,62.54,0.07,0.19,0.14,21.38,13.68,16.79,86.02,97.75,Slight abnormality
38.96,19.08,1010.66,46.88,0.13,0.14,0.08,7.65,9.26,11.82,113.41,91.25,Warning
39.54,34.74,1005.51,47.29,0.08,0.13,0.08,22.86,12.9,13.78,123.97,82.72,Critical
37.63,33.71,1014.78,51.68,0.13,0.14,0.05,13.32,8.56,13.83,71.33,98.07,Slight abnormality
40.64,26.63,1003.05,71.54,0.2,0.06,0.14,4.85,4.98,9.09,145.58,85.18,Critical
38.44,28.8,1016.06,67.89,0.11,0.18,0.12,18.1,12.83,1.66,122.93,91.79,Warning
38.42,30.67,1020.1,67.47,0.08,0.17,0.03,6.97,1.53,13.49,74.08,88.71,Warning
36.35,33.79,1000.13,36.5,0.11,0.07,0.19,4.02,14.23,12.32,57.62,95.53,Healthy
39.01,35.13,1006.31,43.13,0.09,0.09,0.12,13.96,16.1,12.42,174.11,91.42,Critical
39.36,25.94,1020.93,53.51,0.05,0.17,0.12,13.68,22.17,11.96,156.38,88.55,Critical
40.72,22.85,1007.97,42.75,0.14,0.17,0.13,10.97,10.56,6.23,144.79,85.2,Critical
37.92,26.55,1007.56,35.02,0.14,0.04,0.11,3.13,21.85,11.85,94.73,97.09,Slight abnormality
39.5,28.9,993.74,38.47,0.08,0.04,0.16,16.51,5.7,22.28,147.6,82.84,Critical
37.85,25.57,1018.73,40.88,0.14,0.08,0.18,6.0,6.76,10.19,96.43,97.8,Slight abnormality
36.93,34.0,1008.96,37.91,0.08,0.12,0.2,12.89,11.46,16.76,79.25,98.05,Healthy
39.92,22.8,1022.18,52.35,0.09,0.16,0.07,8.67,10.26,13.72,158.79,85.66,Critical
37.6,35.04,1014.88,49.99,0.02,0.16,0.04,8.57,14.16,6.77,97.42,96.26,Slight abnormality
37.35,30.53,1021.51,72.06,0.13,0.21,0.01,9.1,8.83,8.81,87.44,96.75,Slight abnormality
36.76,34.18,1018.35,39.24,0.09,0.05,0.1,3.37,14.31,3.6,69.97,97.84,Healthy
40.89,28.44,1018.65,39.39,0.07,0.17,0.12,10.81,1.82,23.34,133.82,89.3,Critical
40.52,22.98,1022.04,47.98,0.13,0.03,0.09,11.17,8.36,7.42,117.77,84.66,Critical
40.49,26.63,1021.51,65.46,0.08,0.17,0.11,11.88,21.15,13.66,100.77,84.04,Critical
40.9,29.15,1008.0,67.46,0.08,0.09,0.08,6.93,6.27,5.14,134.54,87.66,Critical
36.45,33.79,1029.07,60.93,0.1,0.12,0.06,8.25,12.13,5.56,72.49,97.08,Healthy
38.11,30.77,1007.79,36.1,0.06,-0.0,0.21,3.06,6.43,8.71,106.76,93.4,Warning
38.68,24.52,1017.15,70.18,0.08,0.12,0.08,10.51,11.36,15.9,117.82,91.29,Warning
36.55,24.9,1013.3,33.47,0.09,0.09,0.07,12.68,9.29,5.43,75.82,96.87,Healthy
39.24,25.6,1018.66,47.69,0.01,0.2,0.12,7.46,12.51,5.37,116.65,92.01,Warning
39.23,32.24,1015.53,53.3,0.15,0.15,0.14,7.89,-1.07,5.84,135.57,79.82,Critical
37.16,27.06,1019.35,38.61,0.02,0.11,0.13,15.28,-4.64,15.21,104.74,96.11,Slight abnormality
38.49,32.92,1011.86,63.83,0.07,-0.0,0.08,1.53,10.45,9.43,92.13,94.2,Warning
38.63,30.22,996.59,36.58,0.02,0.11,0.01,6.69,13.87,11.01,104.79,93.44,Warning
38.34,35.75,1022.99,50.79,0.06,0.16,0.07,13.26,11.06,7.78,113.25,89.73,Warning
39.64,20.05,1022.25,40.86,0.06,0.06,0.08,10.07,12.56,1.3,163.14,86.3,Critical
40.37,21.23,1016.84,39.92,0.1,0.06,-0.0,11.08,-0.48,7.86,141.3,89.58,Critical
36.88,22.68,995.0,37.52,0.11,0.13,0.15,16.17,4.72,13.02,89.64,95.17,Healthy
37.11,25.71,1004.59,50.03,0.11,0.12,0.02,9.78,11.03,12.77,69.15,96.89,Healthy
36.27,39.4,1016.24,67.88,0.07,0.15,0.17,8.34,11.22,6.44,79.55,95.68,Healthy
38.85,34.7,1015.22,76.54,0.15,0.07,0.18,9.53,10.99,15.42,103.15,92.44,Warning
39.65,25.29,1017.95,34.99,0.05,0.09,0.06,6.78,2.96,9.43,165.88,77.34,Critical
37.15,41.5,1026.47,57.88,0.13,0.13,0.13,11.71,16.1,7.56,65.39,97.31,Healthy
37.5,28.22,1014.47,35.47,0.13,0.16,0.04,7.39,3.65,7.84,80.31,97.97,Slight abnormality
37.4,30.03,1010.66,79.22,0.06,0.1,0.16,3.9,13.89,7.8,114.17,97.74,Slight abnormality
36.32,30.27,1027.72,53.26,0.08,0.07,0.09,3.65,11.06,5.68,90.44,99.78,Healthy
40.16,31.79,1014.27,60.29,0.06,0.07,0.07,1.88,12.09,4.49,171.57,80.17,Critical
39.02,35.76,1024.62,56.34,0.09,0.04,0.1,0.34,4.66,9.07,93.86,92.62,Warning
36.86,22.64,1014.68,53.19,0.17,0.15,0.18,16.93,14.56,7.04,56.16,95.85,Healthy
36.61,21.19,1007.54,38.45,0.07,0.1,0.17,9.76,18.6,6.92,69.38,96.17,Healthy
38.54,20.66,1007.58,44.41,0.13,0.05,0.15,7.38,18.43,10.69,91.3,94.92,Warning
36.13,24.57,986.19,61.77,0.03,0.12,0.11,8.07,10.58,11.88,67.45,96.85,Healthy
39.45,36.71,1020.8,60.28,0.17,0.05,0.17,4.48,9.18,5.17,170.56,85.32,Critical
39.25,33.69,1010.66,30.61,0.1,0.11,0.14,17.11,5.78,11.59,132.0,82.47,Critical
39.85,26.11,1014.73,76.83,0.14,0.15,0.1,18.51,17.53,15.78,160.38,77.83,Critical
38.4,27.91,1024.05,65.68,0.13,0.08,0.08,7.39,10.2,11.19,100.66,91.12,Warning
38.84,26.79,1003.89,68.31,0.1,0.13,0.03,6.1,24.01,13.4,99.86,92.73,Warning
36.46,30.6,1015.04,58.32,0.14,0.13,0.15,18.51,11.09,7.74,68.95,96.02,Healthy
40.65,21.89,1018.94,75.67,0.09,0.01,0.13,11.32,4.73,20.72,172.74,89.44,Critical
40.08,30.54,1008.65,66.31,0.06,0.14,0.09,7.92,8.97,14.16,150.84,76.36,Critical
38.19,23.14,1011.35,61.3,0.03,0.08,0.12,17.65,8.22,6.45,103.73,92.04,Warning
36.65,36.25,1025.3,30.36,0.05,0.11,0.07,5.6,14.61,7.49,78.4,96.81,Healthy
38.48,33.51,997.59,58.64,0.13,0.14,0.1,6.51,0.23,10.54,87.94,91.49,Warning
37.58,28.87,1031.2,73.72,0.07,0.03,0.11,12.6,17.27,10.38,89.0,98.14,Slight abnormality
37.49,27.61,1020.43,55.75,0.05,0.14,0.09,11.63,16.6,2.86,80.24,98.86,Slight abnormality
36.89,32.16,1015.6,74.45,0.13,0.11,0.16,5.3,13.52,11.46,74.19,97.89,Healthy
39.17,20.71,999.46,58.43,0.09,0.13,0.08,11.02,12.72,28.92,108.39,88.47,Warning
37.08,25.69,1014.66,39.72,0.17,0.14,0.13,12.15,6.83,-2.81,78.34,95.77,Healthy
36.74,24.88,1017.3,31.93,0.16,0.06,0.11,12.81,7.87,10.23,73.62,97.37,Healthy
40.71,23.29,1014.83,71.72,0.07,0.13,0.1,7.66,8.07,10.27,128.18,87.61,Critical
38.74,32.09,1024.94,35.46,0.14,-0.04,0.1,6.59,-3.27,4.25,110.03,91.59,Warning
38.77,20.26,1008.43,42.99,0.0,0.1,0.14,4.94,12.16,10.75,93.51,91.91,Warning
38.56,28.72,1001.48,71.92,0.08,0.16,0.06,6.11,10.09,7.65,110.53,90.37,Warning
39.78,24.49,1025.94,39.79,0.08,0.07,0.15,21.0,9.31,8.21,145.5,79.27,Critical
37.65,27.46,1010.19,46.11,0.12,0.02,0.12,-1.72,18.34,10.7,93.72,96.11,Slight abnormality
36.57,23.46,1010.03,43.23,0.07,0.07,0.02,6.95,3.51,10.94,60.41,96.85,Healthy
38.5,28.45,1006.13,33.16,0.17,0.08,0.02,6.94,27.99,2.22,123.32,88.07,Warning
40.95,32.19,1009.99,40.12,0.11,0.17,0.2,10.82,12.19,2.83,125.23,85.24,Critical
40.51,33.34,1029.31,36.03,0.07,0.07,0.14,0.74,18.28,17.67,135.89,78.21,Critical
38.81,30.19,1009.12,44.88,0.06,0.03,0.12,11.9,9.49,14.03,100.18,91.09,Warning
36.87,22.52,1026.59,31.41,0.17,0.19,0.05,14.82,9.32,5.94,63.3,95.97,Healthy
39.4,28.55,1019.72,68.28,0.23,0.08,0.09,7.37,13.95,8.74,135.45,84.25,Critical
38.82,32.94,1006.77,71.17,0.01,0.04,0.0,14.75,6.48,6.61,114.49,94.84,Warning
36.9,30.64,1002.56,59.89,0.04,0.09,0.11,15.31,5.45,-3.02,73.66,98.06,Healthy
38.0,32.49,1023.92,49.8,0.09,0.08,0.18,11.4,4.0,6.68,95.01,96.25,Slight abnormality
39.9,23.57,1023.24,50.68,0.13,0.15,0.05,9.85,5.86,2.12,166.9,80.12,Critical
40.87,33.02,1017.2,76.45,0.08,0.03,0.12,10.52,18.55,14.62,143.0,80.71,Critical
38.5,26.59,1002.7,65.79,0.06,0.08,0.09,9.52,13.4,14.26,119.85,90.46,Warning
36.58,33.64,1002.34,40.49,0.08,0.14,0.15,7.14,12.02,15.48,71.14,98.14,Healthy
37.22,19.85,1009.98,48.73,0.14,0.03,0.12,14.28,1.31,-0.59,62.07,97.79,Healthy
36.93,40.37,1011.64,47.78,0.06,0.01,0.15,15.0,7.64,7.52,83.25,97.03,Slight abnormality
37.66,26.38,1013.6,35.2,0.13,0.12,0.19,-0.25,14.42,3.92,72.27,97.27,Slight abnormality
38.77,25.0,1016.79,70.56,0.13,0.13,0.1,8.68,11.28,8.61,113.16,91.37,Warning
37.71,28.63,1017.89,34.4,0.09,0.03,0.07,10.31,11.14,16.91,100.56,97.41,Slight abnormality
36.69,25.89,1016.9,71.57,0.07,0.08,0.09,6.11,13.25,4.28,74.33,95.99,Healthy
37.26,22.82,1011.68,39.16,0.12,0.12,0.16,6.33,7.68,8.05,76.95,98.22,Slight abnormality
37.28,25.83,1002.43,51.41,0.15,0.12,0.11,3.5,0.71,8.22,79.64,96.52,Slight abnormality
35.95,35.46,1013.96,78.17,0.13,0.14,0.15,11.08,13.13,9.83,72.62,98.25,Healthy
39.1,32.97,1000.89,44.42,0.07,0.05,0.04,10.8,8.04,-2.29,132.82,89.45,Critical
36.69,17.3,1020.56,77.99,0.15,0.1,0.04,5.56,8.79,5.02,61.83,97.39,Healthy
38.5,31.6,1009.45,36.28,0.07,0.14,0.12,11.56,17.15,14.6,132.05,89.44,Warning
38.43,28.86,997.47,34.87,0.05,0.09,0.04,16.74,1.38,3.25,112.19,91.97,Warning
36.9,35.85,1012.37,56.34,0.06,0.17,0.02,5.16,17.86,10.11,103.67,97.05,Slight abnormality
36.75,34.78,1008.02,42.54,0.11,0.11,-0.05,10.79,19.45,9.31,57.94,96.41,Healthy
39.75,20.03,1003.69,75.11,0.09,0.08,0.1,11.08,11.75,7.04,131.32,81.61,Critical
39.7,27.92,1017.26,70.26,0.09,0.12,0.1,15.74,9.49,12.47,134.48,81.03,Critical
36.82,24.32,1017.01,38.46,0.14,0.13,0.06,2.64,5.91,14.01,65.22,97.93,Healthy
39.59,21.56,1003.86,40.14,0.2,0.09,0.06,8.08,5.91,8.74,190.23,82.99,Critical
36.83,33.1,1007.99,47.83,0.05,0.1,0.12,7.58,1.16,6.69,72.46,95.83,Healthy
37.41,36.09,1008.21,56.79,0.05,0.14,0.08,9.97,9.71,14.21,93.31,97.14,Slight abnormality
40.31,28.05,996.34,71.49,0.17,0.12,0.2,17.39,8.9,11.05,118.53,83.28,Critical
39.01,27.81,1028.16,33.49,0.06,0.13,0.04,9.36,11.62,6.99,96.38,88.61,Warning
39.53,34.77,1010.21,40.62,0.18,0.09,0.15,14.22,10.98,7.54,146.04,85.26,Critical
38.73,28.16,1027.59,78.85,0.2,0.1,0.12,11.3,15.46,13.7,107.79,91.31,Warning
36.46,25.79,1024.79,65.75,0.11,0.13,0.02,12.35,4.39,6.9,66.16,95.43,Healthy
39.47,28.15,997.86,36.67,0.04,0.1,0.02,16.09,8.57,7.87,158.98,83.27,Critical
37.11,29.83,1004.06,41.03,0.17,0.14,0.12,16.8,22.46,13.39,70.89,97.45,Healthy
40.38,33.0,1010.2,39.78,0.15,0.17,0.01,16.82,14.7,10.23,171.08,86.37,Critical
36.25,18.7,1011.38,41.7,0.05,0.18,0.15,5.8,8.94,4.45,66.73,98.08,Healthy
39.58,24.16,992.96,33.06,0.12,0.07,0.18,14.26,9.79,17.11,143.67,83.54,Critical
37.24,21.59,1007.53,53.14,0.13,0.11,0.08,9.46,14.0,14.57,103.38,97.03,Slight abnormality
39.61,32.14,1009.07,65.51,0.17,0.18,0.09,13.23,12.28,10.48,140.11,74.42,Critical
37.16,36.07,1008.21,63.26,0.11,0.05,0.16,3.4,12.84,4.19,89.74,95.73,Slight abnormality
38.79,25.05,1010.53,71.56,0.19,0.19,0.09,6.6,14.69,7.58,100.68,93.13,Warning
41.04,24.31,1017.47,69.0,0.06,0.14,0.03,6.3,11.49,6.87,173.79,78.46,Critical
37.31,22.3,1022.72,52.53,0.13,0.1,0.07,11.09,9.34,14.67,94.98,97.08,Slight abnormality
37.59,22.87,1022.01,56.51,0.1,0.16,0.12,16.12,12.13,6.23,85.65,96.77,Slight abnormality
37.92,26.72,1003.45,63.48,0.08,0.12,0.12,12.21,7.89,13.65,139.07,93.34,Warning
37.28,23.12,993.91,74.42,0.16,0.17,0.15,7.68,4.1,9.91,77.79,95.41,Slight abnormality
40.01,20.79,1009.46,71.03,0.13,0.09,0.08,12.57,7.31,6.38,146.0,81.54,Critical
37.32,31.97,1005.57,43.78,0.1,0.12,0.17,12.4,8.11,8.43,90.92,97.37,Slight abnormality
36.93,22.15,1022.61,38.18,0.15,0.11,0.1,7.47,8.75,1.04,66.41,97.01,Healthy
37.59,30.84,1016.67,45.12,0.09,0.13,0.19,10.78,20.78,16.65,99.66,97.75,Slight abnormality
40.11,24.23,1013.75,63.26,0.24,0.1,0.15,15.82,6.85,14.33,155.33,85.29,Critical
36.56,31.06,998.11,40.4,0.09,0.05,0.05,12.86,13.02,6.78,60.64,95.82,Healthy
36.52,29.97,1020.16,78.67,0.0,0.11,0.08,10.57,20.87,5.32,74.38,98.72,Healthy
38.36,32.58,1031.07,51.06,0.09,0.12,0.08,7.11,4.18,10.24,97.56,93.23,Warning
40.51,32.35,1028.51,77.79,0.14,0.03,0.06,16.45,12.3,7.23,119.23,87.71,Critical
37.34,27.92,991.2,31.24,-0.01,0.05,0.09,6.23,4.34,8.23,97.43,95.67,Slight abnormality
37.45,42.43,1025.09,41.38,0.04,0.05,0.15,12.83,6.05,9.44,92.42,98.49,Slight abnormality
39.86,37.53,1010.92,58.95,0.14,0.11,0.06,12.54,18.82,7.22,150.9,83.62,Critical
37.15,39.7,1034.28,74.44,0.16,0.1,0.16,10.82,6.51,7.53,73.8,99.34,Healthy
41.0,24.09,1001.45,46.66,0.13,0.08,0.05,9.9,11.01,12.92,123.6,88.95,Critical
37.05,19.83,1017.27,33.19,0.07,0.14,0.01,4.33,1.45,15.37,69.33,98.28,Healthy
38.02,23.3,1000.7,49.94,0.13,0.13,0.02,14.81,12.77,12.22,98.13,90.07,Warning
37.56,25.76,1000.29,63.52,0.16,0.04,0.23,10.51,1.48,15.39,105.86,97.09,Slight abnormality
38.48,15.71,1005.98,76.26,0.18,0.06,0.13,17.28,11.09,7.73,99.84,93.87,Warning
40.34,24.0,1004.87,31.15,0.04,-0.04,0.11,16.72,2.64,7.38,159.77,80.46,Critical
40.08,27.94,1017.82,40.98,0.09,0.13,0.12,5.27,15.08,8.2,156.68,81.79,Critical
38.42,24.41,1000.99,79.82,0.12,0.07,0.17,13.05,17.95,9.71,109.52,92.85,Warning
38.58,26.84,1015.44,57.38,0.08,0.13,0.14,17.97,4.69,11.04,104.24,95.86,Warning
36.36,37.7,1008.53,59.65,0.04,0.11,0.12,10.74,15.95,16.45,81.49,96.16,Healthy
37.64,28.54,1013.76,61.24,0.06,0.1,0.07,12.37,1.58,3.75,84.38,98.73,Slight abnormality
38.47,27.54,1033.24,57.36,0.18,0.06,0.13,7.77,5.55,-0.6,120.89,87.74,Critical
36.98,21.41,1018.58,55.27,0.12,0.14,0.09,14.59,5.95,9.92,82.28,96.72,Slight abnormality
38.83,38.26,1019.47,58.72,0.07,0.21,0.08,2.34,10.18,9.0,129.65,93.37,Warning
36.69,24.49,1017.59,32.52,0.15,0.1,0.11,9.47,20.21,10.93,65.29,94.6,Healthy
37.36,30.25,1001.39,69.52,0.17,0.07,0.06,6.89,21.76,8.88,94.41,98.17,Slight abnormality
39.29,29.26,1008.55,36.43,0.09,0.05,0.07,11.48,7.75,-2.9,151.67,88.69,Critical
36.32,30.98,1004.52,77.52,0.16,0.02,0.03,6.68,13.77,7.74,77.35,96.71,Healthy
36.79,25.41,1029.77,61.24,0.14,0.03,0.05,9.68,8.49,10.15,65.03,96.95,Healthy
36.99,16.42,1015.01,42.72,0.08,0.21,0.05,-0.29,12.57,5.73,70.54,97.12,Healthy
37.26,22.87,1023.33,50.98,0.1,0.06,0.12,6.51,11.4,6.0,88.04,96.92,Slight abnormality
36.77,23.84,1003.46,79.11,0.06,0.11,0.07,1.66,7.3,10.25,82.45,97.84,Healthy
37.25,37.0,1010.08,31.67,0.19,0.16,0.19,9.53,8.39,12.77,76.48,98.0,Slight abnormality
37.64,31.79,1011.39,61.41,0.13,0.03,0.1,3.52,0.3,15.8,86.29,94.2,Warning
38.8,34.07,1022.23,53.38,0.11,0.11,0.09,6.29,-2.55,9.0,102.48,90.28,Warning
36.82,30.1,1017.41,72.99,0.17,0.12,0.12,8.3,10.23,3.29,70.52,97.99,Healthy
40.34,42.61,1009.05,33.21,0.11,0.1,0.13,1.08,22.89,5.61,123.23,88.83,Critical
40.57,29.24,1005.57,44.67,0.14,0.11,0.08,2.68,10.09,13.72,167.85,83.13,Critical
38.45,25.17,1034.24,63.39,0.09,0.04,0.12,-0.46,13.08,11.63,105.59,93.24,Warning
39.39,39.04,1021.12,48.95,0.13,0.06,0.16,7.65,1.13,13.59,166.35,89.64,Critical
36.67,22.89,1011.65,45.98,0.07,0.11,-0.01,8.43,14.56,15.32,62.05,95.0,Healthy
38.69,27.89,1001.15,74.46,0.1,0.08,0.03,17.46,1.65,10.51,133.03,93.33,Warning
38.46,29.96,1010.23,30.18,0.12,0.11,0.13,16.99,5.8,13.9,99.99,91.88,Warning
39.48,34.2,1018.0,64.36,0.15,0.19,0.03,4.75,11.31,16.45,133.94,81.36,Critical
38.51,28.95,1001.72,52.21,0.1,0.11,0.09,20.33,11.11,3.6,104.72,93.31,Warning
39.11,23.38,1012.17,68.51,0.12,0.09,0.08,11.58,14.82,7.5,101.81,87.2,Warning
37.63,35.7,1006.3,59.01,0.14,0.03,0.19,15.75,15.63,15.56,95.25,98.15,Slight abnormality
40.6,28.24,1008.52,44.99,0.18,0.1,0.13,18.15,6.64,9.97,139.73,77.74,Critical
38.41,33.22,1012.01,55.78,0.03,0.01,0.13,12.52,7.37,9.21,127.5,92.66,Warning
38.05,27.15,1030.76,53.91,0.12,0.14,0.03,10.22,11.47,13.92,95.56,91.72,Warning
38.09,26.65,1012.62,58.91,0.09,0.01,0.12,-0.41,16.75,6.18,98.33,98.08,Slight abnormality
37.12,22.41,992.74,47.46,0.04,0.07,0.03,8.65,17.3,13.68,93.13,97.32,Slight abnormality
39.79,21.97,1004.94,69.42,0.06,0.1,0.16,14.21,7.32,5.38,149.41,78.73,Critical
36.49,25.87,1025.49,40.9,0.1,0.11,0.08,18.0,13.7,9.18,76.16,98.17,Healthy
36.76,30.36,1021.6,48.39,0.08,0.07,0.21,11.12,9.97,18.75,71.1,95.94,Healthy
38.47,33.3,1023.37,79.53,0.08,0.12,0.05,7.78,14.32,1.73,114.44,95.86,Warning
36.77,31.36,1006.13,48.17,0.1,0.02,0.08,8.42,2.98,12.15,61.47,97.56,Healthy
36.86,32.76,1011.09,76.04,0.16,0.2,0.11,6.12,17.08,15.45,67.12,96.46,Healthy
37.41,20.05,1011.17,45.28,0.02,0.13,0.07,14.31,9.92,10.91,96.12,96.83,Slight abnormality
40.15,25.89,1021.13,57.6,-0.01,0.1,0.08,9.76,17.45,7.24,116.92,82.27,Critical
38.91,22.23,1010.5,40.26,0.1,0.05,0.13,13.95,12.42,8.29,105.47,90.0,Warning
37.73,25.94,1007.63,74.02,0.04,0.11,0.02,9.23,15.61,0.63,88.82,97.41,Slight abnormality
37.78,25.76,1018.5,64.5,0.16,0.07,0.08,9.68,13.16,-3.25,84.43,97.72,Slight abnormality
37.23,30.19,1030.29,56.21,0.03,0.2,0.14,10.68,4.99,4.5,84.03,96.76,Slight abnormality
37.79,28.22,1014.4,64.95,0.18,0.05,0.09,8.61,3.36,6.63,96.96,98.82,Slight abnormality
37.36,33.16,1008.37,59.65,0.05,0.08,0.17,15.64,7.51,8.11,59.99,96.71,Slight abnormality
38.1,29.53,1011.89,34.2,0.06,0.11,0.03,13.86,16.15,17.8,104.19,91.32,Warning
36.7,19.99,1001.83,36.92,0.18,0.09,0.1,9.79,11.17,17.26,69.17,99.57,Healthy
39.27,29.46,999.7,64.25,0.11,0.12,0.19,1.99,13.96,14.35,114.89,91.74,Warning
39.7,28.96,1015.41,52.86,0.1,0.08,0.03,8.3,14.47,8.29,113.38,89.23,Warning
37.65,36.58,1037.49,35.83,0.06,0.03,0.16,16.57,13.92,8.61,95.82,98.0,Slight abnormality
40.06,34.3,1008.39,33.3,0.1,0.13,0.16,10.74,12.89,4.74,163.62,81.57,Critical
37.25,34.82,1014.9,33.06,0.11,0.09,0.08,10.54,5.43,14.57,63.6,97.63,Healthy
40.9,24.8,1019.24,58.31,0.16,0.03,0.03,14.58,10.71,8.4,148.28,81.91,Critical
37.39,29.37,1029.87,43.07,0.07,0.08,0.22,18.63,10.74,1.89,81.29,95.6,Slight abnormality
38.65,33.07,1018.22,66.47,0.13,0.12,0.18,3.41,12.57,6.96,76.52,91.52,Warning
37.37,26.58,1006.21,57.89,0.08,0.07,0.09,4.8,6.4,5.45,81.54,97.6,Slight abnormality
38.4,21.36,1013.34,48.03,0.11,0.12,0.05,3.83,7.21,9.25,88.48,94.14,Warning
37.37,23.67,1016.39,67.5,0.09,0.24,0.06,13.77,0.82,12.56,84.01,98.28,Slight abnormality
37.56,38.19,1015.04,39.91,0.18,0.12,0.11,-2.16,6.91,6.53,92.1,98.16,Slight abnormality
36.57,25.77,1029.13,78.88,0.14,0.11,0.09,10.72,11.73,4.78,79.59,96.59,Healthy
36.92,27.3,1012.79,58.85,0.1,0.05,0.13,6.76,7.1,16.44,60.71,96.43,Healthy
36.97,30.93,1008.82,79.5,0.03,0.05,0.1,9.61,7.98,5.56,68.41,96.02,Healthy
38.48,28.26,1006.23,72.05,0.01,0.06,0.03,10.98,10.99,11.78,121.15,92.03,Warning
37.27,27.8,1030.3,78.16,0.09,0.17,0.12,12.37,16.02,10.18,88.51,98.06,Slight abnormality
37.46,21.48,992.7,51.36,0.17,0.13,0.14,12.89,8.58,13.6,101.82,97.05,Slight abnormality
39.12,24.11,1007.55,59.66,0.04,0.16,0.06,6.35,16.16,11.39,113.1,89.78,Warning
40.01,28.03,1001.09,42.84,0.08,0.07,0.07,16.21,5.49,3.78,145.33,83.8,Critical
39.77,30.05,1006.69,48.64,0.21,0.04,0.06,11.72,8.19,8.06,121.27,80.73,Critical
36.58,32.48,1023.64,38.11,0.12,0.17,0.08,3.18,8.12,9.68,84.02,99.6,Slight abnormality
37.4,36.09,1013.18,50.65,0.05,0.21,0.11,3.95,15.87,10.08,75.93,96.44,Healthy
40.98,29.71,1014.37,56.62,0.08,0.14,0.13,17.72,6.76,0.84,143.59,82.69,Critical
36.85,24.2,1009.47,60.52,0.07,0.07,0.05,13.98,10.35,9.64,68.11,97.13,Healthy
37.3,31.08,1005.2,30.63,0.12,0.08,0.09,7.25,15.37,10.45,74.78,96.03,Slight abnormality
37.53,24.68,1022.31,34.9,0.02,0.08,0.19,15.12,12.4,10.06,90.1,96.21,Slight abnormality
38.21,27.33,1015.92,54.46,0.17,0.08,0.09,13.67,4.99,8.42,119.53,90.64,Warning
36.96,29.08,1009.41,41.4,0.08,0.03,0.06,8.19,23.32,7.85,68.3,96.75,Healthy
40.9,31.73,1029.58,45.82,0.11,0.1,0.01,9.84,10.38,6.17,179.1,87.34,Critical
37.59,20.46,1016.76,52.56,0.07,0.08,0.06,6.32,15.83,2.64,96.24,97.22,Slight abnormality
38.06,26.99,1028.73,58.61,0.11,0.15,0.04,20.47,9.49,10.17,114.89,90.86,Warning
37.23,28.33,1021.07,34.8,0.08,0.12,0.04,4.92,10.3,3.99,84.76,97.88,Slight abnormality
40.49,28.59,1009.31,59.42,0.17,0.05,0.09,11.09,5.89,-1.29,166.22,74.75,Critical
38.25,28.02,996.91,52.68,0.15,0.07,0.17,5.47,11.73,12.25,95.62,95.29,Warning
36.63,28.08,1011.48,34.56,0.19,0.12,0.06,12.07,3.74,11.21,70.95,96.86,Healthy
36.42,22.69,1004.55,78.33,0.05,0.1,0.04,23.6,6.53,11.37,70.86,96.88,Healthy
37.56,29.8,998.65,36.63,0.11,0.13,0.07,16.17,14.09,17.89,77.97,98.21,Slight abnormality
39.07,36.07,1019.05,75.13,0.1,0.08,0.1,6.79,10.33,14.57,90.55,91.3,Warning
37.55,36.42,1016.37,31.13,0.1,0.13,0.09,14.28,1.85,9.56,83.74,97.76,Slight abnormality
36.75,27.92,994.04,32.77,0.14,0.1,0.15,10.89,6.33,18.97,66.62,95.29,Healthy
38.3,27.92,1003.8,40.53,0.09,0.1,0.07,12.24,1.85,11.6,101.09,91.46,Warning
37.22,25.39,1009.59,60.7,0.06,0.18,0.21,12.18,9.96,5.35,80.17,98.03,Healthy
37.04,34.32,1016.34,58.07,0.12,-0.04,0.11,2.5,14.52,3.19,78.53,95.64,Healthy
36.67,22.02,1004.15,79.35,0.1,0.14,0.15,8.22,17.1,14.35,70.26,96.93,Healthy
39.57,29.69,1011.71,51.65,0.04,0.06,0.11,3.85,18.23,14.6,180.39,88.15,Critical
37.25,28.93,1014.59,59.17,0.09,0.11,0.01,16.88,13.57,6.7,85.95,98.04,Slight abnormality
37.17,31.15,1020.13,41.12,0.06,0.08,0.09,13.86,5.62,9.25,63.27,97.33,Slight abnormality
38.59,20.95,1018.03,39.33,0.16,0.12,0.07,22.0,13.59,16.28,125.49,90.79,Warning
38.79,32.62,1020.07,45.43,0.15,0.12,0.08,10.2,4.48,6.17,77.85,94.73,Warning
37.69,29.91,1013.79,45.78,0.08,0.06,0.06,16.73,17.9,9.99,125.39,97.92,Slight abnormality
39.68,25.64,1006.47,53.04,0.09,0.14,0.02,6.84,7.94,9.86,159.15,82.57,Critical
37.73,27.75,1020.96,68.97,0.11,0.09,0.13,13.7,14.56,21.33,81.4,98.12,Slight abnormality
39.89,24.95,1013.7,58.2,0.08,0.11,0.06,13.57,4.29,14.91,144.06,83.9,Critical
40.65,21.13,1030.69,72.84,0.02,0.14,0.08,14.94,13.46,12.47,136.87,90.6,Critical
37.63,19.82,998.92,62.14,0.16,0.07,0.13,3.57,9.79,7.44,79.82,98.16,Slight abnormality
40.31,30.93,1008.6,32.8,0.05,0.13,0.11,14.22,18.28,18.35,164.47,83.18,Critical
